nch,z,interval,mag,share_soft,share_top2,share_stiff,c_soft,floor
10,10000,1,0.03189158031937695,0.2521767441067474,0.26054912949709425,0.45624336856894354,0.016015059514335978,0.024717714036838517
20,0.05,0.01,0.1825957845954509,0.00591135129162353,0.006128983369743576,0.8904370296246569,-0.01403893397571687,0.026022797629327823
20,0.05,0.02,0.16826095531735524,0.01118616104675372,0.01157214317770795,0.7267759782997829,-0.017796060934160765,0.025802026605070257
20,0.05,0.05,0.15809077873452307,0.004708888250469484,0.005976255398240572,0.41080523582586836,-0.010848401017440524,0.025462781698386245
20,0.05,0.1,0.1529993916194296,0.017231093426456644,0.0405674691871287,0.21452875341989147,-0.02008381084877052,0.02489275016190817
20,0.05,0.2,0.1929845676081507,0.015458840957277342,0.01614553357129511,0.04116921470891005,-0.02399446360474188,0.0245719691810446
20,0.05,0.5,0.17141898219061544,0.2681907883717853,0.7016550521655842,7.155919943192988e-4,-0.08877298853093209,0.023928666384157433
20,0.05,1,0.1291453892892727,0.4061537964125209,0.47434387608721806,0.0018015186375979883,-0.08230461054911496,0.02434259958338483
20,0.1,0.01,0.15383354805832708,0.01788461592691261,0.041172778761467084,0.001885488653154415,-0.02057267976447818,0.025400676875666245
20,0.1,0.02,0.1496286779765929,4.7188809442653925e-5,0.008966119812876965,0.10641012996030169,0.0010278609077076337,0.025324201212071393
20,0.1,0.05,0.12294620539466325,4.4733035146613464e-4,7.38486572639215e-4,0.12371484998398577,0.0026003350645163303,0.025082949590158474
20,0.1,0.1,0.11986227944659174,0.002440994331119878,0.0026631259605124948,0.10814800382853426,-0.005921966113100456,0.02488310520177903
20,0.1,0.2,0.16638338784870876,0.0011741310614139012,0.007256633641378372,0.04141533247953558,-0.005701225930146193,0.024536470892357443
20,0.1,0.5,0.15066801674712296,0.1891367797402036,0.8373609957365605,0.01970892499377304,-0.06552530737559208,0.024059818910377485
20,0.1,1,0.11320534055434045,0.3119780546550911,0.5700143717835218,0.003608085049369985,-0.06323083811809099,0.02445892691241738
20,0.2,0.01,0.1329732160335143,1.5659715624854053e-5,0.04688285608611525,8.901153735597854e-5,5.262063784568087e-4,0.024974163778023903
20,0.2,0.02,0.12329785182061861,0.005273983965590359,0.029208222114230634,0.022966506679375952,-0.008954161282289081,0.024908973267895727
20,0.2,0.05,0.10593016234151513,0.04979801311179763,0.05050274275922167,0.021750987057668324,0.02363881193202726,0.024734870033646723
20,0.2,0.1,0.11423855831365495,7.467634685628534e-5,0.01978860499565661,2.3301729173627999e-4,-9.871979522011042e-4,0.02454181692224419
20,0.2,0.2,0.10830730945456815,0.015867597286786293,0.06083466442015348,0.0046183800798720595,0.013643109103532012,0.024554019480825712
20,0.2,0.5,0.11914410567243991,0.060612706820978746,0.6978281669853564,0.015574467387343032,-0.029332859442995393,0.024075670532446213
20,0.2,1,0.08944430526037477,0.34890935300599746,0.7177023033338221,3.6049308388096005e-5,-0.05283345365214031,0.024497783302415827
20,0.5,0.01,0.05876388141342883,7.009580347377547e-4,0.004346486588814984,0.013164928202391055,-0.0015558097283142206,0.024625990462265292
20,0.5,0.02,0.08176104932528372,0.001443375910509573,0.003975306075620877,0.012176074400249775,0.003106248404280261,0.02470348556598936
20,0.5,0.05,0.08574000701116913,0.04601384823398786,0.06717880659277692,0.022857020392571488,0.01839195063344303,0.024644745456850036
