interval,p,J,smean,Jstep,G,param,nch,z
0.01,3,2585.033819191106,-0.1632434147048408,2553.563914071341,2553.402689024231,S,10,1
0.01,4,175.8686734311997,0.9362317654987916,175.3194977242727,175.4403708374024,baseline,10,1
0.01,5,225.2352018382749,-0.0142935187082798,227.3478360810821,226.9746883700048,N_ch,10,1
1,0,45.4083136003989,-0.0078893500469168,46.33943843885516,46.10248785269515,k_on,10,10
1,1,50.5869826848116,0.04508496123369569,50.34487119339965,49.30575044016565,k_off,10,10
1,2,159.7056180795645,0.00672013068314211,162.5316248748527,160.117334407867,i,10,10
1,3,13.49029394295671,-0.05665625335782486,13.43861020289718,13.86182910781229,S,10,10
1,4,26.19991665417501,0.07260611683947603,26.4457611487292,26.72594584838879,baseline,10,10
1,5,145.8763663541614,-0.00388086335826403,148.7525339327211,147.2493088086429,N_ch,10,10
0.5,0,47.38532021306506,-0.04384697712310243,46.26466300091254,46.48334431311224,k_on,10,10
0.5,1,50.0573691068164,0.02431899974192735,49.25597192612519,49.0377979407474,k_off,10,10
0.5,2,169.6283710378607,-0.03902482871044893,165.003958913221,164.4948928866176,i,10,10
0.5,3,35.50662044460417,-0.04189597892950769,34.83256921907796,35.156464868212,S,10,10
0.5,4,26.18987645805543,0.05964895563352569,26.96531875113884,27.02252859051672,baseline,10,10
0.5,5,152.8862592276809,-0.0310610782494432,149.2250682978262,149.2619385550989,N_ch,10,10
0.2,0,46.33762014133647,-0.0401220065523515,46.89770414515012,46.83513797900807,k_on,10,10
0.2,1,49.60458616558049,0.03198573870569809,48.82736963292307,48.83345814694699,k_off,10,10
0.2,2,167.8993242967063,-0.02537360102264513,167.1541405072319,167.095511629463,i,10,10
0.2,3,108.9679270633728,-0.2286384068411604,108.2713557007774,109.1675190390528,S,10,10
0.2,4,26.91406692405927,0.06332103435038706,27.04120430782122,27.19596344647099,baseline,10,10
0.2,5,149.95554961818,-0.04300403492943904,150.2918435348853,150.2994264704068,N_ch,10,10
0.1,0,47.29579008428838,-0.038322389863186,46.79192821157842,46.91232678497385,k_on,10,10
0.1,1,49.18138523498167,0.07377641820841854,48.70504955431129,48.72296705479348,k_off,10,10
0.1,2,168.8129168208231,-0.1038511644917918,166.9550592642843,167.6119529679355,i,10,10
0.1,3,240.5159171730545,0.00636214989302488,239.2535250346433,239.0262436769122,S,10,10
0.1,4,27.38686746057452,0.06556108805905281,27.25191796625793,27.24985623526194,baseline,10,10
0.1,5,151.4894134280943,-0.07555649165672838,150.0713517223624,150.4908275857183,N_ch,10,10
0.05,0,46.53327723367622,0.1105999305202856,46.88182201488674,46.90613265701667,k_on,10,10
0.05,1,48.61280103059565,-0.02916473543259826,48.82271572127851,48.82513477177599,k_off,10,10
0.05,2,169.2541454447464,0.2371175312665574,168.6226703860442,168.6249308503486,i,10,10
0.05,3,506.679597961184,-0.05959216444626405,501.0374206329053,502.5402130699433,S,10,10
0.05,4,27.61314054617363,0.01811999826833202,27.29949912042824,27.28591221947718,baseline,10,10
0.05,5,150.5317840828212,0.1987855481017135,150.8715055104676,150.9219273041846,N_ch,10,10
0.02,0,48.12495619716648,-0.1345119911056623,47.0006939579585,46.98487491517557,k_on,10,10
0.02,1,49.51591676076432,0.08834289090385848,48.65073193827755,48.62145122761828,k_off,10,10
0.02,2,171.4773745333216,-0.1277237062911147,167.3484813906239,167.478037306791,i,10,10
0.02,3,1276.043410564193,-0.1420378268533197,1294.285496393228,1296.756310327632,S,10,10
0.02,4,27.29166076928097,0.1413077016658415,27.27156521719137,27.29746739504792,baseline,10,10
0.02,5,153.9318432228451,-0.15226717754762,150.3540678088965,150.3277606552362,N_ch,10,10
0.01,0,47.18694836222164,-0.06565519129494073,47.02157611846126,46.97239762817307,k_on,10,10
0.01,1,48.49067145112357,0.01714499398958922,48.74615720080309,48.72666477349217,k_off,10,10
0.01,2,168.3694385956759,-0.1308452880650584,167.8243934046405,167.6180726015378,i,10,10
0.01,3,2699.903808067985,0.05678709535977058,2622.704865628795,2621.779562637445,S,10,10
0.01,4,26.68222247097228,-0.00351657007922551,27.27039770936922,27.28183972369941,baseline,10,10
0.01,5,150.8628787756237,-0.1084653432925128,150.6177165560748,150.439678744661,N_ch,10,10
1,0,11.90945932860393,0.02726579091368469,12.10619584181301,12.08725917288194,k_on,10,100
1,1,13.3194010432053,-4.858025384817479e-5,13.46087101240893,13.41377294467382,k_off,10,100
1,2,39.68116188245371,0.05038501938251591,40.20535998038685,39.99232408835016,i,10,100
1,3,23.65479631759838,0.05184329887997179,23.4323887394625,23.091095845949422,S,10,100
1,4,4.599656694646891,0.00428814977105413,4.595402944677287,4.573095185682583,baseline,10,100
1,5,38.83428227970013,0.04955590076294175,39.32938329639432,39.20974069365076,N_ch,10,100
0.5,0,12.52385227247124,0.0281414725906783,12.41375491222995,12.28035392659873,k_on,10,100
0.5,1,13.49391896082155,-0.02699765285082861,13.58341097909225,13.54816841011639,k_off,10,100
0.5,2,41.18825778046654,0.06769802683007184,41.13902378637047,40.76063804739083,i,10,100
0.5,3,48.82701433866279,0.08674832047034264,49.03399769948322,48.70949988511068,S,10,100
0.5,4,4.728820228236525,-0.01542361758022152,4.594322562238877,4.574572505574027,baseline,10,100
0.5,5,40.28799968971529,0.0561113795596962,40.20872757093125,39.87075250676608,N_ch,10,100
0.2,0,12.27195550217717,-0.00198925188252416,12.3397750723742,12.38480879931269,k_on,10,100
0.2,1,13.51576837464474,-0.05294351546289715,13.5832553025133,13.58825816252164,k_off,10,100
0.2,2,41.09001578609653,0.01391704665594246,40.89019505643294,41.03322711787399,i,10,100
0.2,3,126.8760660419845,-0.1808694741432364,125.9761964343909,127.4464548115441,S,10,100
0.2,4,4.523961095823908,-0.00312167406032252,4.558389270888101,4.574875264825794,baseline,10,100
0.2,5,39.97081583949129,0.01668061868014591,39.9853253254791,40.10310267763553,N_ch,10,100
0.1,0,12.45641535989187,-9.213650051870324e-5,12.44702924085854,12.40184621180873,k_on,10,100
0.1,1,13.83938588647125,0.00433890251179455,13.62956308456189,13.56491625124495,k_off,10,100
0.1,2,41.58160459818227,0.02958343092050248,41.22013652707977,41.10496107695368,i,10,100
0.1,3,257.6306667104494,0.2789309827917163,260.3860770474214,259.6732822491526,S,10,100
0.1,4,4.66488084114054,-0.02231203198577856,4.586247350596606,4.576047448316103,baseline,10,100
0.1,5,40.61050497937391,0.01992351509818954,40.27277998310281,40.15047770831221,N_ch,10,100
0.05,0,12.23510846294062,-3.6939952227408e-4,12.42437532793495,12.410059018018,k_on,10,100
0.05,1,13.70254200403022,-7.4810346809729e-4,13.57836950108051,13.57128514097472,k_off,10,100
0.05,2,40.72248418115372,-0.01224474573192377,41.13149307842039,41.08591301760044,i,10,100
0.05,3,542.2981416255348,-0.2181705417304319,524.0143388164743,524.5840364982795,S,10,100
0.05,4,4.591063858088393,-0.0086249971297564,4.570211890563886,4.575707408963757,baseline,10,100
0.05,5,39.70491081635604,-0.01264391599198348,40.18990301754555,40.14667267736171,N_ch,10,100
0.02,0,12.10119858483462,-0.02433113789521997,12.42091928148261,12.41304694444175,k_on,10,100
0.02,1,13.39975283996214,0.02504561208111833,13.56034208404432,13.55985811205538,k_off,10,100
0.02,2,40.38337737594088,-0.04960039153837486,41.10276623282704,41.06029025661697,i,10,100
0.02,3,1309.038725189335,8.4598585568684e-4,1323.295002058663,1319.75778590834,S,10,100
0.02,4,4.543933818891694,0.00672032350509175,4.575654821048421,4.57595884804044,baseline,10,100
0.02,5,39.35382988096755,-0.0483844816970762,40.17391306082472,40.13424628478546,N_ch,10,100
0.01,0,12.54059366345225,0.06086639897990809,12.39502924065003,12.40023565872247,k_on,10,100
0.01,1,13.86306712902611,-0.06121010804028208,13.5759670212056,13.58913125003749,k_off,10,100
0.01,2,41.84833967524635,0.1077488646434373,41.16610351485988,41.19762314852846,i,10,100
0.01,3,2674.891121257773,-0.4958406230015562,2644.261859011795,2645.192344216342,S,10,100
0.01,4,4.566423187821744,-0.03449718972831131,4.573350594731107,4.575628198831792,baseline,10,100
0.01,5,40.80758126091128,0.10552073105286951,40.17465537010329,40.20241815649209,N_ch,10,100
1,0,1.460828038685724,0.00582705633459206,1.450838667435422,1.454040770562322,k_on,10,1000
1,1,1.628805755248306,0.00199951411309338,1.623793017964815,1.627017332773137,k_off,10,1000
1,2,4.75101353613204,0.00923633675762932,4.723419627463317,4.741063972568347,i,10,1000
1,3,26.35712815032592,-0.00442463064252166,26.07546898597966,26.08874556197524,S,10,1000
1,4,0.5128766807087543,-6.8509431087232e-4,0.5209874870877205,0.5212721957891616,baseline,10,1000
1,5,4.739177430181138,0.0091946075134797,4.713871317443394,4.729687485857108,N_ch,10,1000
0.5,0,1.519106867877142,0.01200288505499502,1.479938519716222,1.480209935288006,k_on,10,1000
0.5,1,1.667881937661569,-0.00419868103143071,1.643026427957605,1.644888549182808,k_off,10,1000
0.5,2,4.956133934982629,0.02333599074535332,4.827318602955928,4.831234094587948,i,10,1000
0.5,3,51.56108457429865,-0.01658939479935755,51.98447973353935,52.49860623418565,S,10,1000
0.5,4,0.5132230053504676,-0.00188751704364998,0.5208795269418035,0.5212749309704443,baseline,10,1000
0.5,5,4.943661671737665,0.02211507619295675,4.813273413371378,4.817739361350513,N_ch,10,1000
0.2,0,1.452590363063818,0.02141733027814536,1.498651148511694,1.493534455149921,k_on,10,1000
0.2,1,1.627633036261799,-0.02375075471459736,1.656947153421917,1.651169518560688,k_off,10,1000
0.2,2,4.744086610518676,0.04192701236364828,4.881925191955174,4.864980717798374,i,10,1000
0.2,3,131.2983331072497,0.1306337493754554,133.1183070059914,131.9420245753867,S,10,1000
0.2,4,0.5142044053728727,-0.01449989123317335,0.5223931920960773,0.5212734752150339,baseline,10,1000
0.2,5,4.728899721888176,0.04165247409265563,4.866413157587976,4.849789719511547,N_ch,10,1000
0.1,0,1.49286997703951,0.00632345261810761,1.499035386694467,1.496272491287539,k_on,10,1000
0.1,1,1.680196060840123,-0.00432663947368904,1.651603703212068,1.65110774580126,k_off,10,1000
0.1,2,4.898183714338455,0.0115280774566195,4.875754890246657,4.867306366727799,i,10,1000
0.1,3,260.0315639624809,0.0485609756282934,264.2729748105094,264.4553858342281,S,10,1000
0.1,4,0.5297504621357141,-0.00558043357662956,0.5214561544936371,0.5212743576447711,baseline,10,1000
0.1,5,4.872617366746315,0.01003446662644501,4.861597630654736,4.853219596354655,N_ch,10,1000
0.05,0,1.513590572455263,-0.00783976474633093,1.496528652399468,1.497078239473499,k_on,10,1000
0.05,1,1.652097147643917,0.00866655011830241,1.651851289304414,1.650730199151998,k_off,10,1000
0.05,2,4.898188927228183,-0.01559437619537133,4.866568001715615,4.865814017348526,i,10,1000
0.05,3,530.578295847094,0.2134789197767216,530.3688739576799,529.5319077968347,S,10,1000
0.05,4,0.5129615847822735,0.01127520183266863,0.5217161181570771,0.5212754122847811,baseline,10,1000
0.05,5,4.889298843310232,-0.01525315639508617,4.853883034795285,4.853114034969338,N_ch,10,1000
0.02,0,1.514554134603162,-0.01042684347119912,1.496886028166811,1.497232048869615,k_on,10,1000
0.02,1,1.711899001859846,0.00701331753799748,1.649660091092795,1.650513880219321,k_off,10,1000
0.02,2,4.935550858500073,-0.02186761737124463,4.863912771037727,4.865164726543643,i,10,1000
0.02,3,1332.775453147601,-0.1339894738328434,1322.74818220103,1324.805270314322,S,10,1000
0.02,4,0.5452178367611134,-0.00525305711373686,0.521102848594786,0.5212754852842316,baseline,10,1000
0.02,5,4.925755847220921,-0.022637972351318002,4.852020199503551,4.852931693568478,N_ch,10,1000
0.01,0,1.473303758506753,0.01971736145897168,1.497560149579588,1.496588398677156,k_on,10,1000
0.01,1,1.639622777746948,-0.00899780392894594,1.652267138100619,1.651339249232402,k_off,10,1000
0.01,2,4.83630063480825,0.034243563764335,4.876228481246725,4.871962469334417,i,10,1000
0.01,3,2700.43648539331,0.03412272846679137,2651.61579757659,2650.275806510343,S,10,1000
0.01,4,0.5205622330076402,-0.00610501471274534,0.5212374606845148,0.5212761141273085,baseline,10,1000
0.01,5,4.809698585102478,0.03415670404678717,4.860267899661167,4.856345211164955,N_ch,10,1000
1,0,0.1535173359780272,-0.00103190234592684,0.1515353195124332,0.148452807241487,k_on,10,10000
1,1,0.1699466390876646,0.00403716535129707,0.1689606650441669,0.1662490821223058,k_off,10,10000
1,2,0.4993353803417445,-0.00245898198420843,0.4937455650058886,0.4830875070554955,i,10,10000
1,3,27.37387731733186,0.1108293483725217,27.04377880008568,26.46640350060209,S,10,10000
1,4,0.05327814064370728,7.3190335899527e-4,0.05343014291371566,0.05292774978065209,baseline,10,10000
1,5,0.4993301398001254,-0.00262312425389347,0.4937471781751417,0.4829720248711872,N_ch,10,10000
0.5,0,0.1524111397483848,0.00511173150352433,0.151680054689694,0.1511711739617564,k_on,10,10000
0.5,1,0.1690360673914454,-0.00343571182409184,0.1675831793858825,0.1681032252986154,k_off,10,10000
0.5,2,0.4947119705160818,0.00917800218063533,0.4932145369069106,0.4922026171900257,i,10,10000
0.5,3,53.71426366799263,0.02555475760917902,53.24831415230346,52.96579239489015,S,10,10000
0.5,4,0.05348250501413252,-0.00226128507583608,0.05298190645515032,0.05292774809665549,baseline,10,10000
0.5,5,0.4945375060607439,0.00913861854230014,0.4929808841612155,0.4920360369557026,N_ch,10,10000
0.2,0,0.1569823274995887,-0.00499879970911226,0.1532915763357095,0.1525646255773319,k_on,10,10000
0.2,1,0.1722335613443098,0.00449719818932526,0.1691841351340319,0.1685886652410168,k_off,10,10000
0.2,2,0.5099908703675821,-0.00900316233077209,0.4977208562698637,0.4952431272979765,i,10,10000
0.2,3,131.5369014424846,0.1313535601861696,132.3260990812488,132.4857135328237,S,10,10000
0.2,4,0.05327555855544615,0.00496397677811166,0.05304183710182788,0.0529277556674428,baseline,10,10000
0.2,5,0.5099476869288736,-0.00917129353368883,0.4976604841024794,0.4951480706399931,N_ch,10,10000
0.1,0,0.1558454359197849,6.8515510687979e-4,0.1533796516486701,0.152786971007901,k_on,10,10000
0.1,1,0.1741020723509841,-0.00177571045054247,0.169529270759738,0.1686983462588738,k_off,10,10000
0.1,2,0.5070589613594768,0.0035126976054066,0.4980345509488758,0.4958553188750209,i,10,10000
0.1,3,263.8700030636227,0.285469801282133,266.6089390759871,265.0297298720874,S,10,10000
0.1,4,0.05309514494900595,1.3413673451558e-4,0.05305285131708638,0.05292775393678361,baseline,10,10000
0.1,5,0.5068848699261054,0.0033643481564093,0.497886730004402,0.4956972261639386,N_ch,10,10000
0.05,0,0.1519380465843522,-5.7365832194231e-4,0.152973436096304,0.1528662268333876,k_on,10,10000
0.05,1,0.1682730946945224,3.7584742787245e-4,0.1687570726324295,0.1687363354783371,k_off,10,10000
0.05,2,0.4932665840530292,-0.00130410846529316,0.4962499906426712,0.495929626479606,i,10,10000
0.05,3,529.3502190459711,0.146051336127604,530.4546000516141,530.1227851949275,S,10,10000
0.05,4,0.05284213717980116,1.4720754390715e-4,0.0529562103161467,0.05292774775575348,baseline,10,10000
0.05,5,0.4933445078784994,-0.00123757924254846,0.4961459871150497,0.4957967454981047,N_ch,10,10000
0.02,0,0.1530989603207238,0.0013519256816625,0.1528876288480406,0.1528729003004126,k_on,10,10000
0.02,1,0.1692444062287445,-0.00127065594590426,0.168630557306488,0.1687408530176087,k_off,10,10000
0.02,2,0.4953691073942865,0.00224638610880777,0.4959112133243406,0.4960032031721908,i,10,10000
0.02,3,1324.558590729996,0.07519787815676761,1324.568777148062,1325.406354463086,S,10,10000
0.02,4,0.05283567031804157,-0.00157334209343964,0.05292927313005446,0.05292774999533891,baseline,10,10000
0.02,5,0.4955380995421693,0.00218609957889474,0.4957513951552508,0.4958502721389195,N_ch,10,10000
0.01,0,0.1561155143885358,0.00232799301088321,0.1528105116497848,0.1528734710105283,k_on,10,10000
0.01,1,0.1724523948071223,-0.00136004630807675,0.168559501433057,0.1687347553798207,k_off,10,10000
0.01,2,0.5045030411041203,0.00304399707490173,0.49570747526771,0.4960180260972872,i,10,10000
0.01,3,2586.688019097251,-0.7589979039926139,2650.7314923821,2650.880493600741,S,10,10000
0.01,4,0.05347804113833757,-4.646186801112487e-5,0.05288750495706743,0.05292775137355071,baseline,10,10000
0.01,5,0.5044946135949371,0.0029938883636177,0.4955527603562579,0.4958602617392058,N_ch,10,10000
1,0,136.3627218777804,0.05128125358901472,137.908624519975,137.5569526418442,k_on,20,0.05
1,1,150.972455702765,0.610158722915722,144.8645346570966,142.5734001352003,k_off,20,0.05
1,2,473.9893398773868,-0.3397245165138771,480.8835802485378,473.2269232539509,i,20,0.05
1,3,5.394690581970248,-0.07760912634135829,5.362031513929245,5.390538397386416,S,20,0.05
1,4,2147.382427346089,0.2319073672835588,2162.235508172206,2214.038534831735,baseline,20,0.05
1,5,427.0705004040869,0.04452520598063792,432.5866162899783,427.4959617835222,N_ch,20,0.05
0.5,0,141.2639874246165,0.2617629266948058,143.0368490088404,140.8012719687492,k_on,20,0.05
0.5,1,142.85609579941,0.2096892685395627,142.2219983408186,140.5041432248913,k_off,20,0.05
0.5,2,538.3850624773099,-0.01914615502625705,540.7203332813446,524.8807399532546,i,20,0.05
0.5,3,11.67299520555259,-0.4140677423562518,11.50017041706827,12.20022989736326,S,20,0.05
0.5,4,2333.034778808891,0.2455639308343759,2326.485032900053,2436.107293461915,baseline,20,0.05
0.5,5,447.3222263417219,0.4840713635801013,451.4967557075478,441.2939892395021,N_ch,20,0.05
0.2,0,164.2566809365467,-0.1107992517617916,159.119512013564,150.6621976663847,k_on,20,0.05
0.2,1,176.7598377600967,0.579912360895486,173.5872744573744,153.1146638798016,k_off,20,0.05
0.2,2,716.3424247121397,-0.2438127474798331,697.8596864377358,655.4918019964961,i,20,0.05
0.2,3,34.97518609427211,-1.077962359854166,35.5190836664475,38.56621725503204,S,20,0.05
0.2,4,2615.024254342397,2.004275193829637,2556.864935965689,2660.783179469701,baseline,20,0.05
0.2,5,503.2496107752484,-0.1922351979531653,490.482743446579,472.8960322371522,N_ch,20,0.05
0.1,0,179.9680362870205,0.168665578148688,179.1092191439422,162.525917487895,k_on,20,0.05
0.1,1,219.0769947852964,0.4280462280994339,207.1403891054668,171.4998244705098,k_off,20,0.05
0.1,2,921.2039357405904,0.4901416353496102,918.021725354782,815.2098915724633,i,20,0.05
0.1,3,90.05220269446563,-1.109253850159402,94.98023717859073,95.94265908647152,S,20,0.05
0.1,4,2674.031116307994,3.744558253556915,2685.952522777486,2731.331099706145,baseline,20,0.05
0.1,5,547.633564309467,0.3288483589439398,546.9823486129848,511.3467319434531,N_ch,20,0.05
0.05,0,202.6367997825434,-0.1303058879259229,200.5173854233844,175.5854623845441,k_on,20,0.05
0.05,1,257.3278838571433,0.5947858388961013,223.8129685615056,186.661522767541,k_off,20,0.05
0.05,2,1147.008875195227,0.09305425866364096,1134.420573440233,973.081098915424,i,20,0.05
0.05,3,251.4518431112602,-1.566959872457397,257.6237924662398,249.8285568119481,S,20,0.05
0.05,4,2741.676373081518,5.340733214838531,2732.427428191979,2761.531904313422,baseline,20,0.05
0.05,5,599.5582853233306,-0.1623603415970659,600.7318267795343,549.6820733870122,N_ch,20,0.05
0.02,0,219.9449357876361,-0.3500590897337148,204.1573949308435,184.987600786785,k_on,20,0.05
