nch,z,interval,k,loglam,beta,share,mag
10,1,0.01,1,0.16465271324557965,-0.010128613173189369,0.01699977560982489,0.07768342958402422
10,1,0.01,2,0.0495050565553256,-0.02035420048656859,0.06865170294282733,0.07768342958402422
10,1,0.01,3,0.006650923339077504,0.010434603377824347,0.018042433398729275,0.07768342958402422
10,1,0.01,4,-0.01503107972602796,-0.06561123026032112,0.7133449335755659,0.07768342958402422
10,1,0.01,5,-0.09374898493417787,0.010297083407218818,0.017569996697458866,0.07768342958402422
10,1,0.01,6,-0.19167119757285742,0.03159253929420541,0.16539115777559357,0.07768342958402422
10,1,0.02,1,0.1220616489697571,-0.021015442364705563,0.06387521388196192,0.08315193355566566
10,1,0.02,2,0.05388809689456915,-0.04770764352156332,0.32917832124377516,0.08315193355566566
10,1,0.02,3,0.011756176112893372,-0.015981326566789883,0.03693864388326536,0.08315193355566566
10,1,0.02,4,-0.011761034177074114,0.06106476647752575,0.5393077935646198,0.08315193355566566
10,1,0.02,5,-0.07980200879017087,0.013279294012512093,0.025503821978565426,0.08315193355566566
10,1,0.02,6,-0.1593688497611076,-0.005993983034772237,0.0051962054478123885,0.08315193355566566
10,1,0.05,1,0.13931485105950028,0.03032050556794169,0.26945493618270205,0.05841082853039242
10,1,0.05,2,0.08468519564721325,-0.018773575191400053,0.1033016455624013,0.05841082853039242
10,1,0.05,3,0.022023143988852294,-0.013897181144958795,0.056606552219053065,0.05841082853039242
10,1,0.05,4,-0.03201751576214203,0.0366346123145263,0.393365680496654,0.05841082853039242
10,1,0.05,5,-0.08430975293887354,-0.015265688822161812,0.06830399060777297,0.05841082853039242
10,1,0.05,6,-0.16670514546011284,-0.019281519333746878,0.10896719493141661,0.05841082853039242
10,1,0.1,1,0.13215817197665128,0.011169856230111897,0.022391790859952302,0.07464542046141077
10,1,0.1,2,0.06599957723177217,-0.023287711256705014,0.09733012429686665,0.07464542046141077
10,1,0.1,3,0.008858507111653363,-0.006459973335202044,0.0074895394620131325,0.07464542046141077
10,1,0.1,4,-0.0193097012574775,0.0683340186599137,0.8380454770397459,0.07464542046141077
10,1,0.1,5,-0.07757918802676557,8.793751653174637e-4,1.3878484845375087e-4,0.07464542046141077
10,1,0.1,6,-0.16956631419044296,-0.013885710269821817,0.034604283492968194,0.07464542046141077
10,1,0.2,1,0.09680094405930743,0.02651805936473869,0.18713909292743564,0.06129985940814851
10,1,0.2,2,0.05325606833466115,-0.00991148594061523,0.026143190143196497,0.06129985940814851
10,1,0.2,3,-0.0030447273337670462,-0.049554234779445754,0.6534954848798856,0.06129985940814851
10,1,0.2,4,-0.013253658084654205,-0.001973956213415607,0.0010369458379594291,0.06129985940814851
10,1,0.2,5,-0.058193501366334596,0.01028536877715575,0.02815274707016169,0.06129985940814851
10,1,0.2,6,-0.13326937191120625,0.019771702982923633,0.10403253914136107,0.06129985940814851
10,1,0.5,1,0.08437672529312092,0.0020392190120753573,6.033318560979212e-4,0.08302057617145835
10,1,0.5,2,0.04526348373361492,0.029673136302824442,0.12774838451124107,0.08302057617145835
10,1,0.5,3,-0.003956792519964666,-0.028164447564443078,0.1150882504484017,0.08302057617145835
